2020-09-09 07:00:00,Informação de UR não disponível
2020-09-09 08:00:00,Informação de UR não disponível
2020-09-09 09:00:00,Informação de UR não disponível
2020-09-09 10:00:00,Informação de UR não disponível
2020-09-09 11:00:00,Informação de UR não disponível
2020-09-09 12:00:00,Informação de UR não disponível
2020-09-09 13:00:00,Informação de UR não disponível
2020-09-09 14:00:00,Informação de UR não disponível
2020-09-09 15:00:00,Informação de UR não disponível
2020-09-09 16:00:00,Informação de UR não disponível
2020-09-09 17:00:00,Informação de UR não disponível
2020-09-09 18:00:00,Informação de UR não disponível
2020-09-09 19:00:00,Informação de UR não disponível
2020-09-09 20:00:00,Informação de UR não disponível
2020-09-09 21:00:00,Informação de UR não disponível
2020-09-09 22:00:00,Informação de UR não disponível
2020-09-09 23:00:00,Informação de UR não disponível
2020-09-16 16:00:00,Informação de UR não disponível
2020-10-01 00:00:00,Informação de UR não disponível
2020-10-08 21:00:00,Informação de UR não disponível
2020-10-15 04:00:00,Informação de UR não disponível
2022-02-03 06:00:00,NA
2022-02-03 07:00:00,NA
2022-02-03 08:00:00,NA
2022-02-03 09:00:00,NA
2022-02-03 10:00:00,NA
2022-02-03 11:00:00,NA
2022-02-03 12:00:00,NA
2022-07-26 22:00:00,NA
2022-07-26 23:00:00,NA
2022-07-27 00:00:00,NA
2022-07-27 01:00:00,NA
2022-07-27 02:00:00,NA
2022-07-27 03:00:00,NA
2022-07-27 04:00:00,NA
2022-07-27 05:00:00,NA
2022-07-27 06:00:00,NA
2022-07-27 07:00:00,NA
2022-07-27 08:00:00,NA
2022-07-27 09:00:00,NA
2022-07-27 10:00:00,NA
2022-07-27 11:00:00,NA
2022-07-27 12:00:00,NA
2022-07-27 13:00:00,NA
2022-07-27 14:00:00,NA
2022-07-27 15:00:00,NA
2022-07-27 16:00:00,NA
2022-07-27 17:00:00,NA
2022-07-27 18:00:00,NA
2022-10-01 14:00:00,Informação de UR não disponível
